Epoch,Total Requests,Llama_8B Requests,Llama_70B Requests,Total tokens,Llama_8B tokens,Llama_70B tokens
791,2117,2117,0,479057,479057,0
792,2147,2147,0,483460,483460,0
793,1484,1484,0,332484,332484,0
794,2649,2649,0,594740,594740,0
795,2277,2277,0,511517,511517,0
796,4114,4114,0,922346,922346,0
797,4881,4881,0,1093349,1093349,0
798,2743,2743,0,614112,614112,0
799,1723,1723,0,385136,385136,0
800,920,920,0,206575,206575,0
801,1358,1357,1,305084,304179,905
802,1331,1331,0,298196,298196,0
803,1490,1489,1,334964,334065,899
804,1760,1760,0,401760,401760,0
805,1027,1014,13,260765,250680,10085
806,3450,3439,11,784359,777058,7301
807,3618,3611,7,819591,814934,4657
808,3604,3584,20,834739,815346,19393
809,4476,4461,15,1009914,994760,15154
810,3211,3189,22,736295,709854,26441
811,1228,1213,15,299068,276153,22915
812,44,22,22,45037,19495,25542
813,42,3,39,41156,3824,37332
814,44,26,18,49919,25066,24853
815,37,24,13,34348,15531,18817
816,69,56,13,39525,28840,10685
817,639,635,4,167474,163554,3920
818,4396,4391,5,1024550,1020852,3698
819,4086,4078,8,960236,953884,6352
820,5386,5374,12,1268376,1256402,11974
821,3799,3786,13,890274,885791,4483
822,4835,4825,10,1148857,1137085,11772
823,4137,4118,19,1002830,979078,23752
824,728,712,16,198540,180643,17897
825,38,22,16,40110,14020,26090
826,60,32,28,63053,34961,28092
827,200,169,31,86970,55979,30991
828,1190,1169,21,262304,236681,25623
829,1592,1569,23,385887,354320,31567
830,1757,1741,16,426194,398665,27529
831,417,407,10,115251,103754,11497
832,2265,2240,25,599227,564244,34983
833,3230,3204,26,815441,772098,43343
834,4288,4272,16,992361,970270,22091
835,4054,4033,21,963093,924834,38259
836,3300,3275,25,804618,752850,51768
837,4590,4563,27,1082954,1027661,55293
838,3367,3361,6,764338,753962,10376
839,2713,2710,3,597453,594687,2766
840,2494,2484,10,551628,540306,11322
841,2664,2659,5,570594,565018,5576
842,1258,1256,2,269316,268561,755
843,1768,1760,8,368305,358121,10184
844,2142,2131,11,486702,472772,13930
845,2011,1991,20,452614,436020,16594
846,2227,2207,20,523529,509212,14317
847,3024,3019,5,705531,696996,8535
848,2163,2153,10,483601,474937,8664
849,1789,1787,2,406592,404885,1707
850,1861,1849,12,419788,411371,8417
851,779,769,10,192334,183189,9145
852,1864,1846,18,440485,423410,17075
853,1298,1288,10,309477,300536,8941
854,1245,1230,15,272009,260136,11873
855,3298,3274,24,768683,729747,38936
856,2490,2466,24,601425,544910,56515
857,2293,2276,17,510775,487414,23361
858,1329,1323,6,285312,278839,6473
859,1818,1813,5,340951,333211,7740
860,600,597,3,132621,130940,1681
861,685,682,3,153452,144700,8752
862,1656,1643,13,354030,339946,14084
863,1440,1434,6,291245,284126,7119
864,1209,1203,6,283184,273682,9502
865,1286,1281,5,276459,275789,670
866,1282,1280,2,265636,264346,1290
867,889,884,5,193232,180220,13012
868,809,802,7,173525,167031,6494
869,1074,1070,4,231425,224609,6816
870,963,963,0,207399,207399,0
871,1202,1201,1,244577,243899,678
872,1525,1525,0,323272,323272,0
873,1496,1496,0,320435,320435,0
874,1639,1639,0,352740,352740,0
875,1645,1645,0,354259,354259,0
876,2224,2224,0,476908,476908,0
877,3187,3187,0,679561,679561,0
878,2591,2591,0,552679,552679,0
879,2177,2176,1,456072,455652,420
880,1712,1710,2,348656,341403,7253
881,1018,1018,0,193757,193757,0
882,613,611,2,118091,116466,1625
883,613,611,2,118091,116466,1625
884,613,611,2,118091,116466,1625
885,613,611,2,118091,116466,1625
886,613,611,2,118091,116466,1625
887,613,611,2,118091,116466,1625
888,759,759,0,176440,176440,0
889,1570,1569,1,365357,365120,237
890,1621,1621,0,376859,376859,0
891,1739,1739,0,404497,404497,0
892,1793,1793,0,420022,420022,0
893,1906,1906,0,443233,443233,0
894,2430,2429,1,565209,564855,354
895,1208,1202,6,288411,279677,8734
896,803,797,6,193770,185453,8317
897,5,0,5,7414,0,7414
898,3,1,2,3409,416,2993
899,8,7,1,9204,4474,4730
900,12,9,3,5864,4100,1764
901,81,72,9,63057,50894,12163
902,41,29,12,39243,19577,19666
903,44,32,12,33439,13436,20003
904,402,394,8,90129,85272,4857
905,31,16,15,19503,7927,11576
906,1033,1021,12,248820,231184,17636
907,1729,1723,6,333966,322889,11077
908,1960,1945,15,378451,362566,15885
909,2195,2187,8,422563,413080,9483
910,2129,2109,20,444773,428615,16158
911,1968,1959,9,411716,400456,11260
912,2411,2405,6,473091,458082,15009
913,2878,2872,6,539726,536100,3626
914,3396,3392,4,640418,631198,9220
915,3599,3597,2,685292,684419,873
916,2436,2433,3,471030,467866,3164
917,1443,1439,4,322650,303398,19252
918,1316,1311,5,283038,268304,14734
919,1719,1705,14,365602,349791,15811
920,2694,2676,18,534534,524369,10165
921,2428,2412,16,493722,474941,18781
922,631,612,19,179265,156363,22902
923,1206,1188,18,277787,254495,23292
924,1571,1551,20,382802,358228,24574
925,2954,2941,13,672063,657791,14272
926,3424,3397,27,791450,765206,26244
927,2498,2465,33,605679,556312,49367
928,763,735,28,232878,165651,67227
929,2559,2540,19,542661,500906,41755
930,1013,999,14,249480,231332,18148
931,1573,1552,21,385506,364114,21392
932,2233,2200,33,504574,447937,56637
933,3456,3439,17,696497,670659,25838
934,4189,4178,11,1011306,984965,26341
935,4067,4057,10,1155080,1134341,20739
936,4936,4931,5,1257948,1244582,13366
937,4839,4832,7,1199087,1180075,19012
938,4534,4526,8,991679,986828,4851
939,2934,2928,6,733889,729448,4441
940,2719,2704,15,699062,676811,22251
941,1652,1643,9,362059,334480,27579
942,1842,1830,12,392344,371973,20371
943,1804,1792,12,389005,364813,24192
944,1224,1216,8,263285,247819,15466
945,1611,1595,16,385386,331351,54035
946,909,891,18,226908,183321,43587
947,866,861,5,165555,157729,7826
948,1553,1532,21,382621,363578,19043
949,2613,2145,468,684969,464798,220171
950,1216,949,267,383909,222318,161591
951,3093,2886,207,930140,665904,264236
952,4404,4099,305,1344199,905673,438526
953,3428,3244,184,1008750,723643,285107
954,3201,3115,86,1071284,925227,146057
955,2323,2135,188,746500,457452,289048
956,694,552,142,364512,143406,221106
957,249,114,135,253622,23630,229992
958,1403,1246,157,509112,246390,262722
959,1410,1186,224,476049,230760,245289
960,991,668,323,376483,132623,243860
961,1330,1091,239,506314,227920,278394
962,1567,1375,192,533659,318762,214897
963,2341,2184,157,602605,404710,197895
964,1259,1132,127,462677,270123,192554
965,1517,1228,289,553562,293507,260055
966,1774,1626,148,534183,374295,159888
967,1216,1004,212,498461,243907,254554
968,1555,1385,170,509539,326853,182686
969,1510,1349,161,497082,315309,181773
970,1675,1278,397,766241,248597,517644
971,1873,1627,246,694360,379094,315266
972,1967,1756,211,560012,349864,210148
973,1328,757,571,337386,95571,241815
974,1254,980,274,302926,108604,194322
975,1843,1460,383,459801,231077,228724
976,1911,1755,156,565947,317009,248938
977,2571,2382,189,749480,433098,316382
978,2517,2364,153,691326,429294,262032
979,2745,2570,175,722149,465895,256254
980,2467,2217,250,743117,383612,359505
981,1212,1016,196,412907,112864,300043
982,1409,1240,169,423940,144871,279069
983,1848,1652,196,655779,332449,323330
984,1502,1280,222,619323,298730,320593
985,728,628,100,288055,147511,140544
986,842,684,158,321479,159532,161947
987,1469,1048,421,601842,245602,356240
988,1527,1151,376,609928,268784,341144
989,2955,2953,2,691335,689431,1904
990,2337,2337,0,546123,546123,0
991,806,806,0,189055,189055,0
992,858,858,0,200180,200180,0
993,1003,1003,0,235135,235135,0
994,1472,1472,0,344524,344524,0
995,1451,1450,1,344581,340805,3776
996,1442,1435,7,349833,335261,14572
997,1276,1271,5,307029,298957,8072
998,1438,1422,16,382517,364511,18006
999,1268,1256,12,551406,529732,21674
1000,59,28,31,35524,19771,15753
1001,548,420,128,313358,111886,201472
1002,1743,1576,167,631674,385738,245936
1003,2348,2149,199,731292,516834,214458
1004,1433,1174,259,514529,313267,201262
1005,2745,2633,112,719052,622336,96716
1006,5029,4892,137,1218763,1079312,139451
1007,5501,5367,134,1320385,1189797,130588
1008,5231,5179,52,1109238,1056152,53086
1009,3549,3449,100,789648,691865,97783
1010,1627,1525,102,428846,307444,121402
1011,2722,2656,66,653988,570252,83736
1012,2832,2810,22,639078,607467,31611
1013,2445,2351,94,628877,507143,121734
1014,4101,3962,139,1017377,854908,162469
1015,3016,2946,70,720630,639619,81011
1016,2614,2509,105,677602,567541,110061
1017,1391,1293,98,419236,312124,107112
1018,2251,2148,103,597063,481169,115894
1019,3376,3256,120,852591,731118,121473
1020,2706,2526,180,792165,602673,189492
1021,3745,3576,169,1010143,818497,191646
1022,4647,4504,143,1200299,1044106,156193
1023,4111,3993,118,1213236,1079742,133494
1024,4208,4042,166,1173029,990379,182650
1025,3651,3397,254,1072367,782832,289535
1026,3034,2895,139,844683,695381,149302
1027,1819,1685,134,590664,405862,184802
1028,2562,2444,118,733536,570687,162849
1029,2184,2038,146,659480,467980,191500
1030,2869,2728,141,820158,628624,191534
1031,2942,2829,113,791634,634608,157026
1032,3573,3464,109,941354,770841,170513
1033,3493,3394,99,911710,753093,158617
1034,3045,2891,154,853867,645754,208113
1035,4114,3904,210,1125286,885902,239384
1036,3205,3106,99,829448,699396,130052
1037,3081,2965,116,828121,664656,163465
1038,3699,3558,141,973880,782140,191740
1039,3889,3704,185,1031575,813647,217928
1040,2396,2257,139,649579,493078,156501
1041,2230,2105,125,638829,469351,169478
1042,2806,2664,142,799615,594059,205556
1043,2149,2010,139,641888,437749,204139
1044,2734,2530,204,760192,564992,195200
1045,1851,1753,98,531251,389861,141390
1046,835,726,109,294813,181722,113091
1047,1459,1365,94,369891,298992,70899
1048,2056,1968,88,530825,462873,67952
1049,3049,3030,19,733820,704884,28936
1050,2103,2033,70,542057,499129,42928
1051,2944,2941,3,707352,700834,6518
1052,1807,1800,7,441293,431501,9792
1053,2398,2383,15,593802,580320,13482
1054,1047,1041,6,260971,250468,10503
1055,1234,1232,2,290576,288787,1789
1056,591,588,3,145754,142937,2817
1057,1189,1185,4,289088,283931,5157
1058,1237,1234,3,297191,294933,2258
1059,1323,1322,1,319779,315962,3817
1060,1374,1374,0,344127,344127,0
1061,1815,1814,1,424873,424438,435
1062,1082,1082,0,265794,265794,0
1063,1185,1185,0,286329,286329,0
1064,1194,1194,0,282657,282657,0
1065,1844,1844,0,435956,435956,0
1066,2392,2392,0,562578,562578,0
1067,1489,1489,0,347814,347814,0
1068,1302,1301,1,308951,308741,210
1069,1332,1332,0,319388,319388,0
1070,1254,1254,0,292237,292237,0
1071,221,221,0,54233,54233,0
1072,6,2,4,2053,642,1411
1073,7,4,3,3365,1005,2360
1074,4,4,0,1758,1758,0
1075,3,3,0,3549,3549,0
1076,292,292,0,62811,62811,0
1077,1081,1081,0,228201,228201,0
1078,2,2,0,1988,1988,0
1079,4,4,0,3145,3145,0
1080,5,5,0,13739,13739,0
1081,5,5,0,3747,3747,0
1082,494,494,0,102404,102404,0
1083,872,872,0,181472,181472,0
1084,872,872,0,181472,181472,0
1085,872,872,0,181472,181472,0
1086,1013,1012,1,237754,237195,559
1087,1329,1329,0,332047,332047,0
1088,1453,1453,0,345026,345026,0
1089,1031,1031,0,244015,244015,0
1090,1297,1297,0,308404,308404,0
1091,816,816,0,200790,200790,0
1092,11,4,7,22703,2213,20490
1093,20,16,4,25801,20160,5641
1094,29,22,7,18326,13482,4844
1095,34,33,1,28294,27877,417
1096,44,36,8,35416,26102,9314
1097,68,61,7,48777,46246,2531
1098,212,209,3,257827,257392,435
1099,85,73,12,79023,75567,3456
1100,104,97,7,113618,109649,3969
1101,2147,2119,28,1071721,1041399,30322
1102,2322,2315,7,548884,536422,12462
1103,1504,1501,3,378561,372568,5993
1104,1596,1594,2,475596,474658,938
1105,1280,1277,3,319158,314591,4567
1106,60,59,1,25259,23148,2111
1107,11,5,6,15844,8133,7711
1108,1220,1187,33,312970,276593,36377
1109,2582,2528,54,659334,594084,65250
1110,3262,3242,20,749843,718727,31116
1111,4712,4704,8,1074906,1062560,12346
1112,3139,3121,18,736425,712836,23589
1113,3651,3635,16,847515,826759,20756
1114,1664,1647,17,451065,433597,17468
1115,680,666,14,226663,210428,16235
1116,947,939,8,249740,235159,14581
1117,1996,1978,18,501724,474178,27546
1118,791,778,13,261473,237428,24045
1119,893,883,10,224733,215302,9431
1120,844,837,7,226711,222205,4506
1121,801,786,15,229455,213763,15692
1122,2267,2252,15,565093,533393,31700
1123,3565,3552,13,878146,848088,30058
1124,3037,3024,13,732175,700381,31794
1125,2539,2525,14,627651,601340,26311
1126,2265,2248,17,566040,535625,30415
1127,2262,2253,9,557849,551052,6797
1128,648,639,9,191660,174891,16769
1129,840,838,2,209846,207913,1933
1130,840,831,9,201382,194402,6980
1131,1543,1537,6,363305,352519,10786
1132,1448,1438,10,324728,311344,13384
1133,906,902,4,224939,214367,10572
1134,676,667,9,175358,154935,20423
1135,712,707,5,175074,166011,9063
1136,882,878,4,337036,324261,12775
1137,1193,1189,4,345957,332688,13269
1138,808,799,9,203918,197786,6132
1139,643,642,1,157889,157024,865
1140,666,661,5,159923,155344,4579
1141,720,715,5,177300,168858,8442
1142,901,895,6,222616,216515,6101
1143,1029,1025,4,247975,242872,5103
1144,661,656,5,163015,159097,3918
1145,888,873,15,201935,194633,7302
1146,1756,1741,15,385019,378539,6480
1147,722,698,24,166892,157807,9085
1148,1184,1182,2,264148,261539,2609
1149,2162,2160,2,467692,466393,1299
1150,3753,3752,1,795154,794024,1130
1151,4310,4308,2,914776,913595,1181
1152,1313,1310,3,282162,280188,1974
1153,439,437,2,97777,94941,2836
1154,689,687,2,159546,153816,5730
1155,566,561,5,137859,123983,13876
1156,421,421,0,90503,90503,0
1157,601,601,0,134488,134488,0
1158,513,513,0,118278,118278,0
1159,1505,1502,3,358366,349246,9120
1160,1490,1487,3,377532,347170,30362
1161,1470,1469,1,352588,340388,12200
1162,2265,2265,0,524447,524447,0
1163,2716,2716,0,630032,630032,0
1164,2973,2973,0,689161,689161,0
1165,5846,5843,3,1342191,1331575,10616
1166,4581,4579,2,1063173,1056189,6984
1167,3370,3369,1,785651,779905,5746
1168,503,503,0,111863,111863,0
1169,494,494,0,110692,110692,0
1170,1354,1354,0,291993,291993,0
1171,1982,1982,0,423810,423810,0
1172,1754,1754,0,377493,377493,0
1173,1721,1721,0,368808,368808,0
1174,1526,1526,0,332416,332416,0
1175,874,874,0,195827,195827,0
1176,580,580,0,129900,129900,0
1177,696,696,0,155657,155657,0
1178,833,833,0,186220,186220,0
1179,1823,1823,0,393978,393978,0
1180,1210,1210,0,265118,265118,0
1181,842,842,0,188331,188331,0
1182,810,810,0,181846,181846,0
1183,975,975,0,219206,219206,0
1184,1448,1448,0,316803,316803,0
1185,3058,3058,0,647361,647361,0
1186,1991,1991,0,425413,425413,0
1187,2021,2021,0,433689,433689,0
1188,1362,1362,0,295793,295793,0
1189,864,864,0,192268,192268,0
1190,883,883,0,202787,202787,0
1191,750,742,8,178131,172981,5150
1192,1797,1791,6,397114,392460,4654
1193,2096,2094,2,476458,474157,2301
1194,1606,1605,1,356083,352612,3471
1195,1097,1094,3,241078,238228,2850
1196,332,330,2,84839,82630,2209
1197,21,15,6,13079,7561,5518
1198,1974,1970,4,482084,476031,6053
1199,1988,1985,3,459167,450644,8523
1200,1482,1476,6,307747,301772,5975
1201,1327,1326,1,318420,316304,2116
1202,1817,1816,1,395797,395672,125
1203,327,326,1,83002,81853,1149
1204,10,4,6,18958,6713,12245
1205,10,7,3,5792,4152,1640
1206,191,185,6,56016,47303,8713
1207,11,11,0,15336,15336,0
1208,14,14,0,6089,6089,0
1209,9,9,0,8204,8204,0
1210,537,531,6,147144,135020,12124
1211,2428,2426,2,578351,572900,5451
1212,3211,3206,5,723292,720532,2760
1213,4900,4895,5,1100049,1098118,1931
1214,3564,3559,5,796887,792283,4604
1215,5262,5258,4,1203950,1199554,4396
1216,5508,5505,3,1216303,1211110,5193
1217,2428,2422,6,514291,509115,5176
1218,3531,3523,8,733061,718043,15018
1219,2824,2813,11,510123,499286,10837
1220,1901,1894,7,341203,322104,19099
1221,1607,1602,5,262000,256380,5620
1222,2426,2419,7,405206,390249,14957
1223,2901,2895,6,436867,428128,8739
1224,2259,2259,0,380181,380181,0
1225,2121,2118,3,341383,339421,1962
1226,1078,1074,4,217915,214463,3452
1227,827,825,2,186161,183278,2883
1228,801,799,2,183524,181685,1839
1229,952,952,0,227615,227615,0
1230,1482,1481,1,269465,269270,195
1231,1437,1432,5,240356,239143,1213
1232,2447,2446,1,458018,457284,734
1233,1507,1497,10,332499,328482,4017
1234,2367,2359,8,539214,528905,10309
1235,2068,2062,6,463778,460291,3487
1236,2823,2815,8,623901,613300,10601
1237,2222,2208,14,495803,481074,14729
1238,2928,2925,3,641547,638421,3126
1239,2724,2720,4,595001,586212,8789
1240,1309,1305,4,286143,276638,9505
1241,1600,1598,2,280018,276864,3154
1242,1602,1600,2,306817,303434,3383
1243,1715,1709,6,329422,318791,10631
1244,1214,1210,4,245886,239025,6861
1245,638,629,9,159569,134591,24978
1246,2852,2843,9,577315,545808,31507
1247,2254,2249,5,441481,429705,11776
1248,1065,1065,0,223322,223322,0
1249,1228,1226,2,218814,217798,1016
1250,1933,1931,2,337609,330441,7168
1251,1544,1542,2,309374,302111,7263
1252,1002,1001,1,165215,162202,3013
1253,676,675,1,150932,147195,3737
1254,1186,1186,0,248297,248297,0
1255,873,873,0,181254,181254,0
1256,5,5,0,5365,5365,0
1257,13,12,1,17104,16952,152
1258,250,250,0,64708,64708,0
1259,1630,1630,0,353946,353946,0
1260,3702,3702,0,840393,840393,0
1261,4316,4316,0,982088,982088,0
1262,3227,3227,0,742482,742482,0
1263,1377,1377,0,333853,333853,0
1264,2346,2346,0,546567,546567,0
1265,1950,1949,1,458283,456436,1847
1266,1222,1222,0,256336,256336,0
1267,9,3,6,15137,4857,10280
1268,8,3,5,12597,5113,7484
1269,3,1,2,10120,1734,8386
1270,1008,1008,0,242721,242721,0
1271,894,889,5,219286,210311,8975
1272,1514,1512,2,364100,356787,7313
1273,1465,1465,0,344140,344140,0
1274,1257,1257,0,294984,294984,0
1275,788,788,0,189506,189506,0
1276,2,2,0,3188,3188,0
1277,4,4,0,6774,6774,0
1278,1,1,0,1512,1512,0
1279,1191,1191,0,250408,250408,0
1280,1745,1745,0,368235,368235,0
1281,3103,3103,0,645476,645476,0
1282,1499,1499,0,314419,314419,0
1283,2410,2407,3,504109,502344,1765
1284,1052,1052,0,219998,219998,0
1285,9,6,3,8206,6294,1912
1286,2,0,2,780,0,780
1287,375,374,1,82755,80776,1979
1288,1002,1000,2,209604,208251,1353
1289,13,7,6,6981,3379,3602
1290,10,6,4,5811,3645,2166
1291,281,277,4,40222,35162,5060
1292,1150,1146,4,125611,120672,4939
1293,980,975,5,113151,101346,11805
1294,1095,1094,1,124273,124235,38
1295,1810,1808,2,237066,235316,1750
1296,1608,1606,2,215395,212847,2548
1297,1685,1685,0,223511,223511,0
1298,1323,1322,1,184895,184856,39
1299,2144,2144,0,394067,394067,0
1300,1516,1514,2,264264,264024,240
1301,1018,1016,2,171439,170704,735
1302,1007,1001,6,210773,194684,16089
1303,2569,2563,6,490248,484710,5538
1304,2352,2350,2,447142,445547,1595
1305,1715,1707,8,335321,321797,13524
1306,2065,2061,4,432169,422741,9428
1307,1896,1891,5,396648,388484,8164
1308,1875,1870,5,441591,428308,13283
1309,3641,3633,8,887038,867900,19138
1310,3772,3769,3,908574,907005,1569
1311,3404,3396,8,803754,794133,9621
1312,4165,4159,6,990157,975211,14946
1313,2457,2451,6,607285,595778,11507
1314,4295,4284,11,1003187,986737,16450
1315,1919,1911,8,481486,469300,12186
1316,31,22,9,32894,27567,5327
1317,25,16,9,34742,27590,7152
1318,21,20,1,28920,28733,187
1319,9,8,1,12926,12176,750
1320,732,728,4,165524,162029,3495
1321,662,657,5,177889,167339,10550
1322,1241,1238,3,273380,270681,2699
1323,156,153,3,48537,43691,4846
1324,617,610,7,140233,135147,5086
1325,1259,1250,9,293386,274209,19177
1326,1444,1442,2,306330,304963,1367
1327,1376,1371,5,296174,291805,4369
1328,189,183,6,44953,41245,3708
1329,14,13,1,19636,18441,1195
1330,34,28,6,27796,22189,5607
1331,49,44,5,29948,24688,5260
1332,239,228,11,78152,65282,12870
1333,1334,1329,5,273390,267615,5775
1334,732,728,4,115695,111205,4490
1335,1267,1260,7,185847,178528,7319
1336,1306,1294,12,213865,188674,25191
1337,1292,1279,13,192959,179320,13639
1338,937,927,10,148596,135428,13168
1339,1346,1337,9,226661,212463,14198
1340,1522,1517,5,275675,268328,7347
1341,1054,1050,4,178259,173377,4882
1342,688,682,6,220934,210504,10430
1343,1594,1591,3,488993,482601,6392
1344,2159,2157,2,767074,766308,766
1345,2275,2269,6,538543,532590,5953
1346,1394,1389,5,351104,344130,6974
1347,912,910,2,222969,218709,4260
1348,2551,2545,6,572138,566135,6003
1349,1215,1209,6,286427,281775,4652
1350,1017,1014,3,240247,238959,1288
1351,541,540,1,129045,127693,1352
1352,3,3,0,1995,1995,0
1353,14,11,3,11216,7901,3315
1354,5,4,1,3841,3350,491
1355,4,3,1,4054,2461,1593
1356,4,2,2,3971,1911,2060
1357,5,4,1,4623,3090,1533
1358,884,883,1,208036,206236,1800
1359,2262,2261,1,530459,528804,1655
1360,2472,2472,0,579597,579597,0
1361,2658,2658,0,620561,620561,0
1362,1512,1512,0,353520,353520,0
1363,1575,1575,0,369421,369421,0
1364,1851,1851,0,431975,431975,0
1365,601,601,0,141278,141278,0
1366,175,175,0,37052,37052,0
1367,1200,1199,1,255455,254582,873
1368,7,5,2,15951,11045,4906
1369,342,342,0,81834,81834,0
1370,1275,1275,0,296825,296825,0
1371,1282,1282,0,300430,300430,0
1372,1951,1949,2,452074,445925,6149
1373,2754,2750,4,615311,608130,7181
1374,1760,1756,4,399320,387979,11341
1375,1369,1367,2,298526,290027,8499
1376,993,992,1,209946,205385,4561
1377,2,1,1,2200,657,1543
1378,2,1,1,2200,657,1543
1379,5,3,2,8620,1133,7487
1380,17,15,2,13563,12912,651
1381,849,846,3,191959,187907,4052
1382,1662,1657,5,360112,355081,5031
1383,487,474,13,151521,124855,26666
1384,37,26,11,35275,7310,27965
1385,42,32,10,41065,20930,20135
1386,56,48,8,35949,24382,11567
1387,62,55,7,26598,22183,4415
1388,154,149,5,54494,49736,4758
1389,60,39,21,54921,28698,26223
1390,66,42,24,79519,33746,45773
1391,33,25,8,38879,25385,13494
1392,18,9,9,20351,10577,9774
1393,16,10,6,24847,13973,10874
1394,16,11,5,24660,15437,9223
1395,9,4,5,17340,4953,12387
1396,28,21,7,33946,28320,5626
1397,23,15,8,30203,18242,11961
1398,25,17,8,28573,10989,17584
1399,66,53,13,44963,24529,20434
1400,1064,1053,11,252164,244673,7491
1401,1728,1721,7,414659,405754,8905
1402,1612,1597,15,408122,390330,17792
1403,2597,2585,12,690899,682432,8467
1404,2715,2704,11,784402,775273,9129
1405,2409,2401,8,652898,647527,5371
1406,3934,3923,11,1079566,1070818,8748
1407,3163,3127,36,800601,768106,32495
1408,2543,2513,30,703190,665697,37493
1409,3063,3038,25,823779,795865,27914
1410,3256,3228,28,863709,833542,30167
1411,5004,4982,22,1234422,1199819,34603
1412,1530,1518,12,402541,384051,18490
1413,2265,2248,17,591853,569323,22530
1414,933,930,3,255544,250799,4745
1415,2571,2566,5,606081,597307,8774
1416,64,57,7,40964,24020,16944
1417,33,22,11,42633,30712,11921
1418,29,13,16,29250,14856,14394
1419,43,28,15,79342,56649,22693
1420,29,24,5,38368,31875,6493
1421,38,25,13,58568,45992,12576
1422,35,24,11,52785,27302,25483
1423,39,31,8,40066,26917,13149
1424,11,8,3,14057,10023,4034
1425,247,237,10,210353,170640,39713
1426,743,737,6,375625,360585,15040
1427,330,324,6,197136,185612,11524
1428,187,181,6,174907,162812,12095
1429,844,840,4,624314,619975,4339
1430,127,114,13,172429,138806,33623
1431,52,44,8,126869,112348,14521
1432,45,41,4,119299,113387,5912
1433,59,46,13,92194,82495,9699
1434,1360,1356,4,308231,304762,3469
1435,20,17,3,26367,24105,2262
1436,23,16,7,33194,23941,9253
1437,20,10,10,26350,13520,12830
1438,9,5,4,19227,11816,7411
1439,96,87,9,42347,30205,12142
1440,1421,1417,4,339257,332501,6756
1441,1465,1463,2,356312,355282,1030
1442,1519,1519,0,370839,370839,0
1443,1539,1539,0,359189,359189,0
1444,918,915,3,216111,214930,1181
1445,640,635,5,142832,131811,11021
1446,730,730,0,151571,151571,0
1447,1,1,0,514,514,0
1448,1,1,0,514,514,0
1449,1,1,0,831,831,0
1450,1,1,0,948,948,0
1451,1,1,0,948,948,0
1452,1,1,0,948,948,0
1453,1,1,0,581,581,0
1454,1,1,0,1127,1127,0
1455,2,0,2,2641,0,2641
1456,2,0,2,2641,0,2641
1457,916,916,0,213404,213404,0
1458,2100,2100,0,487095,487095,0
1459,1781,1781,0,414278,414278,0
1460,3224,3224,0,748280,748280,0
1461,3632,3632,0,844808,844808,0
1462,3035,3035,0,706646,706646,0
1463,2709,2708,1,630071,629856,215
1464,2076,2075,1,481928,481344,584
1465,889,889,0,207975,207975,0
1466,348,347,1,82649,81706,943
1467,614,614,0,143840,143840,0
1468,1033,1033,0,240924,240924,0
1469,1368,1367,1,319395,318288,1107
1470,1476,1476,0,346533,346533,0
1471,1134,1134,0,264772,264772,0
1472,1153,1153,0,267683,267683,0
1473,1718,1718,0,406095,406095,0
1474,1078,1077,1,310222,309467,755
1475,1368,1367,1,475214,474753,461
1476,1153,1147,6,332514,328490,4024
1477,1322,1164,158,375364,283093,92271
1478,1387,1289,98,377215,304006,73209
1479,1006,949,57,239258,208291,30967
1480,646,569,77,212092,159589,52503
1481,72,42,30,86444,53535,32909
1482,76,54,22,82858,52773,30085
1483,58,35,23,70631,40689,29942
1484,49,36,13,62200,40882,21318
1485,44,38,6,46950,32672,14278
1486,53,40,13,50263,24907,25356
1487,32,31,1,33341,32719,622
1488,17,16,1,19025,16970,2055
1489,17,15,2,13239,11263,1976
1490,14,12,2,13534,12082,1452
1491,7,6,1,7654,7278,376
1492,11,8,3,7805,6454,1351
1493,23,11,12,11089,5683,5406
1494,853,839,14,218985,202906,16079
1495,1113,1095,18,298627,276524,22103
1496,21,16,5,25715,20841,4874
1497,58,46,12,47196,38699,8497
1498,334,324,10,109179,98316,10863
1499,1128,1117,11,291729,281151,10578
1500,431,421,10,419370,406384,12986
1501,1065,1055,10,971983,965338,6645
1502,1196,1178,18,1283101,1268087,15014
1503,900,884,16,819833,796417,23416
1504,125,76,49,112420,53033,59387
1505,550,501,49,245086,187576,57510
1506,279,217,62,139242,72779,66463
1507,2335,2263,72,752895,666614,86281
1508,3256,3205,51,837748,771882,65866
1509,2901,2852,49,748665,687993,60672
1510,3571,3492,79,907140,825982,81158
1511,55,17,38,63130,17606,45524
1512,2135,2104,31,530157,491628,38529
1513,3371,3364,7,742670,726240,16430
1514,3831,3827,4,884096,879116,4980
1515,1133,1129,4,278422,269564,8858
1516,1272,1262,10,271498,266325,5173
1517,3077,3061,16,682694,669933,12761
1518,1511,1498,13,358575,344525,14050
1519,989,982,7,227259,219605,7654
1520,734,727,7,139560,122971,16589
1521,1052,1040,12,210268,187864,22404
1522,2169,2157,12,479445,465284,14161
1523,1491,1477,14,355001,324214,30787
1524,974,959,15,243606,210370,33236
1525,549,543,6,130499,113036,17463
1526,1047,1039,8,282649,262991,19658
1527,330,310,20,134978,102219,32759
1528,806,797,9,266282,239156,27126
1529,1424,1418,6,369431,359073,10358
1530,1231,1224,7,311523,298639,12884
1531,1703,1700,3,400680,394365,6315
1532,1912,1894,18,471444,443428,28016
