Epoch,Total Requests,Llama_8B Requests,Llama_70B Requests,Total tokens,Llama_8B tokens,Llama_70B tokens
2283,109,19,90,120650,12904,107746
2284,34,9,25,43553,7969,35584
2285,143,117,26,149712,118356,31356
2286,36,17,19,36607,10490,26117
2287,58,38,20,54702,26234,28468
2288,45,18,27,44148,10605,33543
2289,50,21,29,61319,20126,41193
2290,37,16,21,38436,12420,26016
2291,39,16,23,51372,22284,29088
2292,39,15,24,63863,14017,49846
2293,43,17,26,95178,20584,74594
2294,51,28,23,88657,19807,68850
2295,1385,1369,16,322008,287674,34334
2296,40,8,32,47207,5627,41580
2297,51,25,26,80204,26080,54124
2298,49,25,24,64292,26532,37760
2299,38,12,26,46318,11544,34774
2300,45,15,30,57004,11908,45096
2301,69,46,23,53063,12633,40430
2302,1444,1425,19,337071,312287,24784
2303,2394,2354,40,557991,523399,34592
2304,1252,1201,51,303311,264305,39006
2305,440,389,51,128677,88475,40202
2306,1780,1728,52,427404,381950,45454
2307,2421,2319,102,576043,510468,65575
2308,1899,1797,102,475994,396625,79369
2309,1311,1307,4,315344,299523,15821
2310,5,5,0,2003,2003,0
2311,196,125,71,102544,38384,64160
2312,177,9,168,142482,13915,128567
2313,235,7,228,172481,11990,160491
2314,215,0,215,153631,0,153631
2315,7,4,3,6245,1582,4663
2316,6,6,0,2481,2481,0
2317,11,9,2,6875,3818,3057
2318,896,893,3,366524,362114,4410
2319,1022,1021,1,416891,414646,2245
2320,950,950,0,386345,386345,0
2321,1225,1225,0,434312,434312,0
2322,1778,1778,0,522368,522368,0
2323,980,980,0,393730,393730,0
2324,1017,1017,0,415124,415124,0
2325,954,954,0,389046,389046,0
2326,867,867,0,353422,353422,0
2327,1005,1005,0,410723,410723,0
2328,1021,1021,0,418620,418620,0
2329,924,924,0,380665,380665,0
2330,829,829,0,341124,341124,0
2331,741,741,0,306475,306475,0
2332,739,739,0,305523,305523,0
2333,712,712,0,297097,297097,0
2334,965,965,0,402283,402283,0
2335,999,999,0,418777,418777,0
2336,929,929,0,378900,378900,0
2337,68,68,0,28008,28008,0
2338,1,0,1,845,0,845
2339,7,3,4,2755,405,2350
2340,15,10,5,5654,1864,3790
2341,209,208,1,45658,45575,83
2342,1311,1307,4,293693,288838,4855
2343,719,715,4,177871,170543,7328
2344,35,31,4,16363,12185,4178
2345,26,17,9,15875,5758,10117
2346,34,30,4,19513,16267,3246
2347,851,842,9,202444,189050,13394
2348,836,832,4,215040,213057,1983
2349,1048,1043,5,351233,348942,2291
2350,775,772,3,270689,265634,5055
2351,296,286,10,107811,97692,10119
2352,363,358,5,128881,93038,35843
2353,952,945,7,234702,224294,10408
2354,1245,1240,5,345900,310358,35542
2355,1090,1084,6,393555,328533,65022
2356,710,710,0,227423,227423,0
2357,687,681,6,227941,222905,5036
2358,926,916,10,317218,299185,18033
2359,987,981,6,281565,274304,7261
2360,2001,1988,13,544553,537435,7118
2361,2338,2331,7,670095,633772,36323
2362,2255,2244,11,632013,619830,12183
2363,1256,1238,18,463728,420913,42815
2364,994,980,14,383739,355827,27912
2365,877,848,29,343178,319322,23856
2366,695,676,19,256087,239269,16818
2367,610,603,7,259917,246006,13911
2368,806,791,15,324159,313792,10367
2369,1340,1330,10,432328,424711,7617
2370,2316,2309,7,660107,655305,4802
2371,1800,1780,20,605168,587173,17995
2372,1647,1637,10,581683,565990,15693
2373,1413,1409,4,479549,473015,6534
2374,1543,1536,7,510313,504787,5526
2375,1201,1195,6,558313,553780,4533
2376,1368,1362,6,619091,616296,2795
2377,1031,1028,3,490011,483149,6862
2378,1306,1303,3,608448,606390,2058
2379,1104,1073,31,520414,503776,16638
2380,1245,1212,33,597297,566836,30461
2381,1485,1478,7,686181,679231,6950
2382,1191,1169,22,572894,549900,22994
2383,1130,1125,5,465421,463207,2214
2384,635,626,9,259574,252603,6971
2385,1078,1059,19,371576,349259,22317
2386,280,264,16,157119,142513,14606
2387,42,22,20,55520,28294,27226
2388,39,18,21,49023,16403,32620
2389,37,18,19,24379,14213,10166
2390,41,17,24,39081,23003,16078
2391,38,23,15,28964,22458,6506
2392,644,628,16,265704,247513,18191
2393,1194,1184,10,484375,467898,16477
2394,1758,1749,9,702068,679152,22916
2395,1533,1528,5,599411,593042,6369
2396,1269,1268,1,495511,493764,1747
2397,637,634,3,250864,248459,2405
2398,28,14,14,31628,17504,14124
2399,31,14,17,27448,7757,19691
2400,7,6,1,7018,6803,215
2401,2,2,0,1081,1081,0
2402,104,101,3,26730,25345,1385
2403,317,317,0,69234,69234,0
2404,468,468,0,111984,111984,0
2405,598,598,0,149896,149896,0
2406,680,673,7,165007,160284,4723
2407,666,635,31,171382,142536,28846
2408,1248,1213,35,308173,274440,33733
2409,2355,2304,51,567259,528117,39142
2410,1845,1768,77,449322,390148,59174
2411,3008,2962,46,703626,661976,41650
2412,2492,2429,63,558727,511524,47203
2413,3457,3457,0,918096,918096,0
2414,2640,2595,45,732511,699978,32533
2415,775,698,77,229015,174520,54495
2416,950,938,12,215779,207986,7793
2417,1274,1273,1,541400,540480,920
2418,1683,1683,0,623373,623373,0
2419,2383,2383,0,1228927,1228927,0
2420,881,843,38,309868,273116,36752
2421,51,7,44,54254,12142,42112
2422,978,942,36,283206,243976,39230
2423,839,792,47,253219,204721,48498
2424,79,5,74,79791,8691,71100
2425,59,4,55,52216,5769,46447
2426,481,481,0,143673,143673,0
2427,1071,1071,0,313560,313560,0
2428,179,179,0,51610,51610,0
2429,1,0,1,336,0,336
2430,1,0,1,217,0,217
2431,1368,1368,0,339600,339600,0
2432,1067,1067,0,265810,265810,0
2433,2307,2307,0,574009,574009,0
2434,3074,3074,0,767316,767316,0
2435,2076,2075,1,569260,568636,624
2436,528,528,0,149875,149875,0
2437,3197,3195,2,792541,790692,1849
2438,3130,3126,4,786063,780043,6020
2439,2260,2255,5,568638,561778,6860
2440,10,9,1,10328,9675,653
2441,5,3,2,8249,5509,2740
2442,10,5,5,20576,9684,10892
2443,1275,1273,2,321315,319576,1739
2444,2741,2739,2,783010,780783,2227
2445,5332,5327,5,1371071,1365577,5494
2446,4414,4413,1,1173837,1173008,829
2447,5461,5452,9,1435820,1432907,2913
2448,3819,3818,1,950891,950265,626
2449,2498,2496,2,609401,606747,2654
2450,2243,2239,4,557690,535426,22264
2451,1627,1617,10,398810,360753,38057
2452,2049,2044,5,532109,509765,22344
2453,3302,3299,3,894635,879409,15226
2454,1603,1602,1,514698,512980,1718
2455,1043,1038,5,297164,285762,11402
2456,1442,1435,7,433192,417711,15481
2457,1946,1939,7,541803,534455,7348
2458,2330,2326,4,648725,644276,4449
2459,1946,1944,2,571926,567037,4889
2460,1881,1878,3,544539,544127,412
2461,2047,2044,3,589912,589022,890
2462,1227,1219,8,361720,355255,6465
2463,2070,2067,3,601640,600192,1448
2464,2654,2649,5,770550,767464,3086
2465,2749,2745,4,769880,767278,2602
2466,2698,2688,10,685345,677549,7796
2467,1062,1056,6,277478,270540,6938
2468,11,10,1,3436,3287,149
2469,1021,1011,10,306560,297778,8782
2470,867,850,17,283466,245184,38282
2471,1595,1584,11,477370,456710,20660
2472,1129,1123,6,347819,329527,18292
2473,1795,1791,4,526462,520315,6147
2474,1527,1521,6,449119,442255,6864
2475,3362,3358,4,979201,970966,8235
2476,2498,2498,0,716719,716719,0
2477,2491,2489,2,700207,700101,106
2478,2028,2020,8,601262,584543,16719
2479,4019,4005,14,1135571,1117662,17909
2480,2683,2678,5,719533,709380,10153
2481,3908,3906,2,982242,979522,2720
2482,5993,5986,7,1537931,1523959,13972
2483,5630,5624,6,1460695,1451813,8882
2484,4855,4852,3,1277454,1271130,6324
2485,4522,4518,4,1162799,1159463,3336
2486,3767,3761,6,956695,945316,11379
2487,3549,3538,11,969915,957418,12497
2488,959,952,7,251745,239553,12192
2489,1433,1429,4,293949,288933,5016
2490,1131,1126,5,231796,220345,11451
2491,1059,1057,2,197373,196391,982
2492,2343,2343,0,576948,576948,0
2493,2231,2231,0,593796,593796,0
2494,2689,2685,4,663574,652121,11453
2495,4539,4536,3,1178980,1171100,7880
2496,4230,4228,2,1101255,1095449,5806
2497,2444,2443,1,589964,586442,3522
2498,2581,2573,8,666881,659325,7556
2499,2013,2012,1,621710,620916,794
2500,1032,1030,2,444517,443011,1506
2501,1026,1026,0,437887,437887,0
2502,356,356,0,156324,156324,0
2503,13,10,3,18010,15119,2891
2504,138,137,1,66862,65111,1751
2505,956,956,0,408529,408529,0
2506,655,655,0,282829,282829,0
2507,9,8,1,13927,13071,856
2508,9,9,0,10466,10466,0
2509,995,995,0,422447,422447,0
2510,2458,2458,0,903080,903080,0
2511,1734,1734,0,638945,638945,0
2512,1734,1734,0,638945,638945,0
2513,461,461,0,193275,193275,0
2514,1919,1919,0,690511,690511,0
2515,1070,1070,0,265149,265149,0
2516,2,0,2,4515,0,4515
2517,2,0,2,4515,0,4515
2518,330,330,0,139629,139629,0
2519,1456,1456,0,611221,611221,0
2520,1258,1258,0,528056,528056,0
2521,915,915,0,380355,380355,0
2522,1220,1220,0,503723,503723,0
2523,540,540,0,112282,112282,0
2524,826,826,0,171715,171715,0
2525,1547,1547,0,424659,424659,0
2526,1813,1813,0,477938,477938,0
2527,90,90,0,22192,22192,0
2528,1214,1214,0,508015,508015,0
2529,1471,1471,0,614983,614983,0
2530,2421,2421,0,1011581,1011581,0
2531,70,70,0,29054,29054,0
2532,1,0,1,799,0,799
2533,1,0,1,1224,0,1224
2534,4,4,0,2136,2136,0
2535,6,5,1,6057,5600,457
2536,6,6,0,6605,6605,0
2537,677,673,4,299509,294441,5068
2538,1589,1589,0,564948,564948,0
2539,3795,3792,3,1284462,1281695,2767
2540,4404,4397,7,1364766,1355813,8953
2541,2498,2485,13,737011,725531,11480
2542,934,921,13,244973,231922,13051
2543,20,1,19,18473,955,17518
2544,528,510,18,113117,94948,18169
2545,733,727,6,141487,136128,5359
2546,618,617,1,129924,128840,1084
2547,2784,2784,0,803547,803547,0
2548,2773,2772,1,813108,813006,102
2549,2073,2073,0,598004,598004,0
2550,2386,2384,2,1056651,1055485,1166
2551,3107,3105,2,1224563,1221544,3019
2552,2553,2550,3,1042920,1031656,11264
2553,3610,3609,1,1298588,1292417,6171
2554,5385,5379,6,1642961,1635078,7883
2555,3780,3775,5,1302454,1297136,5318
2556,2680,2669,11,1098906,1080131,18775
2557,2323,2316,7,970134,958473,11661
2558,2816,2810,6,978749,968349,10400
2559,1655,1648,7,598414,592004,6410
2560,2009,1997,12,605871,594600,11271
2561,1232,1227,5,480421,473024,7397
2562,1751,1748,3,602242,600461,1781
2563,2912,2908,4,973868,967399,6469
2564,4192,4190,2,1178110,1176995,1115
2565,3919,3919,0,1031952,1031952,0
2566,3052,3050,2,943836,942333,1503
2567,3724,3719,5,1129957,1117080,12877
2568,2653,2648,5,751836,747449,4387
2569,3726,3718,8,1055634,1048713,6921
2570,3131,3128,3,942410,939483,2927
2571,1937,1934,3,634743,626252,8491
2572,2278,2272,6,739338,734935,4403
2573,2397,2393,4,762428,754252,8176
2574,2355,2354,1,810002,809336,666
2575,1765,1764,1,595554,594966,588
2576,1488,1486,2,493648,492775,873
2577,1955,1953,2,669889,665596,4293
2578,2561,2557,4,837831,830917,6914
2579,3426,3422,4,778450,771827,6623
2580,3722,3719,3,836401,834929,1472
2581,3877,3874,3,894367,890069,4298
2582,2309,2307,2,653876,652255,1621
2583,3154,3150,4,921326,919382,1944
2584,3191,3187,4,933825,928349,5476
2585,2164,2156,8,740095,728764,11331
2586,3739,3734,5,1248209,1239090,9119
2587,2256,2254,2,768510,766131,2379
2588,2160,2158,2,728546,727642,904
2589,2840,2835,5,890179,886482,3697
2590,1900,1892,8,617192,607790,9402
2591,2756,2753,3,918217,917678,539
2592,2363,2362,1,726308,725517,791
2593,740,740,0,165075,165075,0
2594,180,178,2,79621,75485,4136
2595,436,434,2,304234,303749,485
2596,1202,1202,0,385020,385020,0
2597,1127,1127,0,241609,241609,0
2598,1474,1473,1,473908,473766,142
2599,1566,1566,0,710790,710790,0
2600,1406,1404,2,684590,684182,408
2601,806,806,0,584419,584419,0
2602,2284,2284,0,947818,947818,0
2603,2316,2316,0,737630,737630,0
2604,1896,1896,0,616263,616263,0
2605,1576,1575,1,623800,623481,319
2606,384,384,0,278277,278277,0
2607,2,2,0,3673,3673,0
2608,2,2,0,3021,3021,0
2609,85,85,0,62359,62359,0
2610,401,401,0,291388,291388,0
2611,382,382,0,278834,278834,0
2612,814,814,0,586702,586702,0
2613,958,957,1,660482,659613,869
2614,1664,1663,1,638833,637018,1815
2615,944,944,0,453276,453276,0
2616,438,437,1,315714,315433,281
2617,359,359,0,263735,263735,0
2618,487,486,1,352550,350238,2312
2619,383,382,1,278180,274891,3289
2620,117,117,0,84083,84083,0
2621,378,378,0,274836,274836,0
2622,495,495,0,355850,355850,0
2623,427,427,0,306046,306046,0
2624,1172,1172,0,487311,487311,0
2625,1630,1627,3,535280,530781,4499
2626,1373,1371,2,544557,539781,4776
2627,1697,1697,0,598633,598633,0
2628,1534,1531,3,609949,607662,2287
2629,1530,1526,4,617050,615682,1368
2630,1547,1544,3,628684,627548,1136
2631,1073,1057,16,617854,602393,15461
2632,736,715,21,546228,523237,22991
2633,386,358,28,297606,265664,31942
2634,1940,1906,34,764617,727483,37134
2635,3886,3862,24,1357347,1333983,23364
2636,3745,3729,16,1286750,1271214,15536
2637,3810,3795,15,1479859,1463388,16471
2638,1770,1749,21,765765,746628,19137
2639,1866,1854,12,840243,819928,20315
2640,1574,1568,6,797800,789999,7801
2641,877,874,3,636800,633440,3360
2642,912,907,5,659161,653358,5803
2643,885,883,2,638438,635815,2623
2644,1723,1718,5,1216134,1211173,4961
2645,966,963,3,688805,682967,5838
2646,1240,1236,4,882057,876747,5310
2647,1617,1605,12,1161577,1142084,19493
2648,1459,1450,9,1041728,1031812,9916
2649,995,990,5,714234,708953,5281
2650,1268,1260,8,775141,766493,8648
2651,1325,1314,11,833743,811354,22389
2652,1963,1954,9,1072922,1059510,13412
2653,2292,2273,19,974618,928182,46436
2654,1449,1425,24,618977,562290,56687
2655,1191,1182,9,482924,471998,10926
2656,423,416,7,284078,279101,4977
2657,575,554,21,407899,376066,31833
2658,687,669,18,396174,357328,38846
2659,1600,1574,26,597516,561632,35884
2660,1724,1698,26,685579,655117,30462
2661,1315,1296,19,561365,538986,22379
2662,1347,1342,5,559090,555022,4068
2663,498,478,20,376454,350466,25988
2664,438,435,3,305623,304237,1386
2665,457,454,3,327906,321707,6199
2666,487,485,2,345481,344293,1188
2667,1339,1332,7,945195,936439,8756
2668,1052,1044,8,746462,737223,9239
2669,1152,1145,7,819094,811632,7462
2670,167,165,2,119079,117647,1432
2671,654,645,9,457290,451653,5637
2672,1129,1112,17,796553,786865,9688
2673,1340,1331,9,947012,940387,6625
2674,1779,1747,32,1080503,1050382,30121
2675,2676,2668,8,1414441,1403324,11117
2676,2632,2622,10,1275444,1264005,11439
2677,3430,3406,24,1198066,1178037,20029
2678,2509,2501,8,798421,784225,14196
2679,3723,3717,6,1118698,1107983,10715
2680,3448,3395,53,1113563,1048013,65550
2681,3690,3685,5,912465,908764,3701
2682,766,757,9,196033,183635,12398
2683,21,12,9,19970,8155,11815
2684,82,74,8,60414,50385,10029
2685,914,913,1,207323,206342,981
2686,462,456,6,122087,99511,22576
2687,1127,1121,6,295869,245715,50154
2688,1229,1225,4,295254,268413,26841
2689,350,344,6,87074,82063,5011
2690,439,436,3,315321,313143,2178
2691,1339,1339,0,509543,509543,0
2692,1536,1536,0,549275,549275,0
2693,1312,1311,1,476629,476172,457
2694,1820,1818,2,638424,636427,1997
2695,1252,1252,0,466435,466435,0
2696,1579,1579,0,573331,573331,0
2697,799,799,0,369196,369196,0
2698,739,739,0,157179,157179,0
2699,1046,1046,0,222743,222743,0
2700,950,949,1,205411,205155,256
2701,1039,1039,0,222200,222200,0
2702,1258,1257,1,265394,265330,64
2703,1249,1249,0,265877,265877,0
2704,1343,1342,1,416970,415603,1367
2705,1602,1602,0,577635,577635,0
2706,1438,1438,0,531609,531609,0
2707,823,823,0,398209,398209,0
2708,526,526,0,370426,370426,0
2709,399,399,0,284292,284292,0
2710,440,440,0,312735,312735,0
2711,441,441,0,310614,310614,0
2712,441,441,0,310614,310614,0
2713,441,441,0,310614,310614,0
2714,441,441,0,310614,310614,0
2715,441,441,0,310614,310614,0
2716,441,441,0,310614,310614,0
2717,441,441,0,310614,310614,0
2718,319,319,0,225040,225040,0
2719,599,599,0,421030,421030,0
2720,549,549,0,386061,386061,0
2721,588,588,0,419216,419216,0
2722,574,573,1,404233,401808,2425
2723,541,540,1,381894,381146,748
2724,297,295,2,205965,205367,598
2725,16,13,3,7394,5058,2336
2726,576,570,6,128509,125090,3419
2727,2662,2653,9,641219,625749,15470
2728,1166,1157,9,299126,291881,7245
2729,1385,1382,3,363950,360186,3764
2730,1774,1752,22,483803,460595,23208
2731,1569,1541,28,559787,533420,26367
2732,734,728,6,350098,346218,3880
2733,1300,1284,16,531060,518511,12549
2734,1728,1717,11,683399,672594,10805
2735,1563,1559,4,584783,583598,1185
2736,1252,1249,3,505596,503211,2385
2737,707,706,1,465177,462907,2270
2738,637,636,1,307887,307249,638
2739,10,10,0,10333,10333,0
2740,22,15,7,19019,10673,8346
2741,12,8,4,14060,6595,7465
2742,201,188,13,62389,48139,14250
2743,943,903,40,250831,203396,47435
2744,972,948,24,266468,202097,64371
2745,608,596,12,297967,260652,37315
2746,1438,1420,18,558931,536105,22826
2747,856,841,15,450566,430389,20177
2748,1433,1424,9,582125,575307,6818
2749,1575,1562,13,598353,584448,13905
2750,2118,2089,29,733755,691282,42473
2751,661,648,13,390319,378622,11697
2752,439,418,21,307486,291003,16483
2753,108,92,16,113603,92769,20834
2754,62,48,14,52929,30189,22740
2755,47,32,15,43589,24703,18886
2756,51,33,18,53438,28709,24729
2757,24,17,7,32094,19765,12329
2758,40,27,13,42440,22037,20403
2759,412,408,4,288345,286463,1882
2760,319,317,2,225506,219699,5807
2761,548,544,4,396470,388468,8002
2762,560,547,13,401951,390680,11271
2763,508,503,5,357524,348847,8677
2764,539,532,7,377164,367076,10088
2765,477,470,7,340280,331520,8760
2766,283,269,14,208772,189227,19545
2767,103,59,44,118933,63873,55060
2768,54,41,13,49966,34027,15939
2769,144,84,60,131387,67355,64032
2770,106,90,16,97650,84937,12713
2771,44,28,16,42829,23707,19122
2772,347,291,56,195727,135358,60369
2773,1202,1180,22,467304,434856,32448
2774,751,742,9,380814,361741,19073
2775,519,515,4,386554,379094,7460
2776,535,526,9,388570,373907,14663
2777,561,526,35,472349,369644,102705
2778,526,515,11,405498,370655,34843
2779,491,487,4,342263,339955,2308
2780,314,303,11,222892,206921,15971
2781,48,34,14,44901,22237,22664
2782,45,43,2,33368,29362,4006
2783,9,6,3,5334,3276,2058
2784,9,3,6,4869,1706,3163
2785,15,1,14,21944,1469,20475
2786,3,2,1,4396,3612,784
2787,6,0,6,5753,0,5753
2788,16,6,10,19341,9730,9611
2789,2,2,0,596,596,0
2790,379,379,0,262340,262340,0
2791,501,501,0,350400,350400,0
2792,521,521,0,363148,363148,0
2793,531,531,0,368751,368751,0
2794,483,483,0,336584,336584,0
2795,691,691,0,339878,339878,0
2796,1572,1572,0,573334,573334,0
2797,144,144,0,100045,100045,0
2798,4,4,0,2381,2381,0
2799,6,6,0,7599,7599,0
2800,18,18,0,28428,28428,0
2801,15,15,0,20327,20327,0
2802,14,14,0,19930,19930,0
2803,46,46,0,36011,36011,0
2804,482,482,0,340785,340785,0
2805,380,380,0,267278,267278,0
2806,561,561,0,392342,392342,0
2807,566,566,0,398600,398600,0
2808,543,543,0,381890,381890,0
2809,591,591,0,412213,412213,0
2810,319,319,0,224056,224056,0
2811,319,319,0,224056,224056,0
2812,1,1,0,1503,1503,0
2813,1,1,0,1503,1503,0
2814,1,1,0,1503,1503,0
2815,1,1,0,1503,1503,0
2816,1,1,0,1503,1503,0
2817,679,679,0,359381,359381,0
2818,1622,1622,0,572569,572569,0
2819,548,543,5,388269,377877,10392
2820,521,520,1,367616,366883,733
2821,508,505,3,360426,359217,1209
2822,520,512,8,378786,369508,9278
2823,539,524,15,403113,379010,24103
2824,114,95,19,106072,77191,28881
2825,86,42,44,88820,50534,38286
2826,182,51,131,144147,39791,104356
2827,65,38,27,66030,37397,28633
2828,56,35,21,58918,28129,30789
2829,97,42,55,85109,30917,54192
2830,61,31,30,50945,26907,24038
2831,126,29,97,86828,18938,67890
2832,65,17,48,53190,9741,43449
2833,496,475,21,94876,76151,18725
2834,1199,1118,81,233523,167851,65672
2835,1122,1021,101,222655,150947,71708
2836,974,898,76,213844,143014,70830
2837,1057,893,164,259456,129993,129463
2838,161,21,140,124452,19706,104746
2839,113,24,89,106528,27920,78608
2840,152,32,120,124799,32103,92696
2841,54,22,32,54016,15178,38838
2842,137,25,112,118098,25353,92745
2843,721,653,68,205061,146617,58444
2844,805,781,24,218625,181717,36908
2845,60,37,23,91102,49637,41465
2846,162,43,119,109677,38322,71355
2847,294,61,233,161810,54324,107486
2848,74,43,31,81435,45407,36028
2849,117,74,43,107660,60624,47036
2850,174,124,50,110740,58814,51926
2851,139,108,31,98367,49560,48807
2852,129,62,67,101913,57351,44562
2853,67,36,31,88583,42847,45736
2854,50,27,23,72246,17860,54386
2855,42,22,20,79514,17310,62204
2856,47,20,27,55956,12594,43362
2857,40,10,30,54542,9639,44903
2858,64,13,51,75605,8757,66848
2859,109,19,90,120650,12904,107746
2860,34,9,25,43553,7969,35584
2861,143,117,26,149712,118356,31356
2862,36,17,19,36607,10490,26117
2863,58,38,20,54702,26234,28468
2864,45,18,27,44148,10605,33543
2865,50,21,29,61319,20126,41193
2866,37,16,21,38436,12420,26016
2867,39,16,23,51372,22284,29088
2868,39,15,24,63863,14017,49846
2869,43,17,26,95178,20584,74594
2870,51,28,23,88657,19807,68850
2871,1385,1369,16,322008,287674,34334
2872,40,8,32,47207,5627,41580
2873,51,25,26,80204,26080,54124
2874,49,25,24,64292,26532,37760
2875,38,12,26,46318,11544,34774
2876,45,15,30,57004,11908,45096
2877,69,46,23,53063,12633,40430
2878,1444,1425,19,337071,312287,24784
2879,2394,2354,40,557991,523399,34592
2880,1252,1201,51,303311,264305,39006
2881,440,389,51,128677,88475,40202
2882,1780,1728,52,427404,381950,45454
2883,2421,2319,102,576043,510468,65575
2884,1899,1797,102,475994,396625,79369
2885,1311,1307,4,315344,299523,15821
2886,5,5,0,2003,2003,0
2887,196,125,71,102544,38384,64160
2888,177,9,168,142482,13915,128567
2889,235,7,228,172481,11990,160491
2890,215,0,215,153631,0,153631
2891,7,4,3,6245,1582,4663
2892,6,6,0,2481,2481,0
2893,11,9,2,6875,3818,3057
2894,896,893,3,366524,362114,4410
2895,1022,1021,1,416891,414646,2245
2896,950,950,0,386345,386345,0
2897,1225,1225,0,434312,434312,0
2898,1778,1778,0,522368,522368,0
2899,980,980,0,393730,393730,0
2900,1017,1017,0,415124,415124,0
2901,954,954,0,389046,389046,0
2902,867,867,0,353422,353422,0
2903,1005,1005,0,410723,410723,0
2904,1021,1021,0,418620,418620,0
2905,924,924,0,380665,380665,0
2906,829,829,0,341124,341124,0
2907,741,741,0,306475,306475,0
2908,739,739,0,305523,305523,0
2909,712,712,0,297097,297097,0
2910,965,965,0,402283,402283,0
2911,999,999,0,418777,418777,0
2912,929,929,0,378900,378900,0
2913,68,68,0,28008,28008,0
2914,1,0,1,845,0,845
2915,7,3,4,2755,405,2350
2916,15,10,5,5654,1864,3790
2917,209,208,1,45658,45575,83
2918,1311,1307,4,293693,288838,4855
2919,719,715,4,177871,170543,7328
2920,35,31,4,16363,12185,4178
2921,26,17,9,15875,5758,10117
2922,34,30,4,19513,16267,3246
2923,851,842,9,202444,189050,13394
2924,836,832,4,215040,213057,1983
2925,1048,1043,5,351233,348942,2291
2926,775,772,3,270689,265634,5055
2927,296,286,10,107811,97692,10119
2928,363,358,5,128881,93038,35843
2929,952,945,7,234702,224294,10408
2930,1245,1240,5,345900,310358,35542
2931,1090,1084,6,393555,328533,65022
2932,710,710,0,227423,227423,0
2933,687,681,6,227941,222905,5036
2934,926,916,10,317218,299185,18033
2935,987,981,6,281565,274304,7261
2936,2001,1988,13,544553,537435,7118
2937,2338,2331,7,670095,633772,36323
2938,2255,2244,11,632013,619830,12183
2939,1256,1238,18,463728,420913,42815
2940,994,980,14,383739,355827,27912
2941,877,848,29,343178,319322,23856
2942,695,676,19,256087,239269,16818
2943,610,603,7,259917,246006,13911
2944,806,791,15,324159,313792,10367
2945,1340,1330,10,432328,424711,7617
2946,2316,2309,7,660107,655305,4802
2947,1800,1780,20,605168,587173,17995
2948,1647,1637,10,581683,565990,15693
2949,1413,1409,4,479549,473015,6534
2950,1543,1536,7,510313,504787,5526
2951,1201,1195,6,558313,553780,4533
2952,1368,1362,6,619091,616296,2795
2953,1031,1028,3,490011,483149,6862
2954,1306,1303,3,608448,606390,2058
2955,1104,1073,31,520414,503776,16638
2956,1245,1212,33,597297,566836,30461
2957,1485,1478,7,686181,679231,6950
2958,1191,1169,22,572894,549900,22994
2959,1130,1125,5,465421,463207,2214
2960,635,626,9,259574,252603,6971
2961,1078,1059,19,371576,349259,22317
2962,280,264,16,157119,142513,14606
2963,42,22,20,55520,28294,27226
2964,39,18,21,49023,16403,32620
2965,37,18,19,24379,14213,10166
2966,41,17,24,39081,23003,16078
2967,38,23,15,28964,22458,6506
2968,644,628,16,265704,247513,18191
2969,1194,1184,10,484375,467898,16477
2970,1758,1749,9,702068,679152,22916
2971,1533,1528,5,599411,593042,6369
2972,1269,1268,1,495511,493764,1747
2973,637,634,3,250864,248459,2405
2974,28,14,14,31628,17504,14124
2975,31,14,17,27448,7757,19691
2976,15,14,1,21099,18055,3044
2977,9,8,1,5145,4908,237
2978,4,4,0,3813,3813,0
2979,7,6,1,4634,4472,162
2980,7,7,0,7052,7052,0
2981,7,4,3,8423,2906,5517
2982,3,1,2,10667,702,9965
2983,1,1,0,1337,1337,0
2984,1,1,0,1337,1337,0
2985,4,4,0,1474,1474,0
2986,4,4,0,1474,1474,0
2987,1,1,0,1313,1313,0
2988,1,1,0,439,439,0
2989,1,1,0,439,439,0
2990,1,1,0,439,439,0
2991,1,1,0,439,439,0
2992,1,1,0,439,439,0
2993,1,1,0,439,439,0
2994,1,1,0,439,439,0
2995,1,1,0,439,439,0
2996,1,1,0,439,439,0
2997,1,1,0,439,439,0
2998,1,0,1,478,0,478
2999,4,0,4,2533,0,2533
3000,4,0,4,2533,0,2533
3001,4,0,4,8380,0,8380
3002,2,0,2,1949,0,1949
3003,2,0,2,1754,0,1754
3004,2,0,2,1754,0,1754
3005,4,4,0,3307,3307,0
3006,4,4,0,3307,3307,0
3007,4,4,0,1167,1167,0
3008,1,1,0,350,350,0
3009,9,4,5,10903,7161,3742
3010,5,2,3,10574,4532,6042
3011,2,2,0,1440,1440,0
3012,19,13,6,19113,5507,13606
3013,22,11,11,25076,4094,20982
3014,15,13,2,13075,10397,2678
3015,25,15,10,21442,10228,11214
3016,34,28,6,23380,12947,10433
3017,36,29,7,18945,13467,5478
3018,24,19,5,21709,13063,8646
3019,30,24,6,29475,23415,6060
3020,46,38,8,48525,38413,10112
3021,34,29,5,30577,27566,3011
3022,31,23,8,29312,21764,7548
3023,25,20,5,11602,9418,2184
3024,11,6,5,12781,4713,8068
3025,13,10,3,12395,3415,8980
3026,12,7,5,7723,2330,5393
3027,8,5,3,3352,2414,938
3028,7,7,0,5934,5934,0
3029,14,7,7,12752,8040,4712
3030,25,16,9,29624,18701,10923
3031,26,21,5,24445,15853,8592
3032,35,21,14,46941,21228,25713
3033,16,8,8,14855,3506,11349
3034,20,15,5,20841,12210,8631
